# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2021-02-08 12:37:23 EST       (nadww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 15087700 INDIAN R AT SITKA AK
# -----------------------------------------------------------------------------------
#
# Data provided for site 15087700
#            TS   parameter     Description
#          1343       00065     Gage height, feet
#          1344       00060     Discharge, cubic feet per second
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
# 
agency_cd   site_no datetime    tz_cd   1343_00065  1343_00065_cd   1344_00060  1344_00060_cd
USGS    15087700    2020-06-03 06:00    AKDT    21.35   A   140 A
USGS    15087700    2020-06-03 06:15    AKDT    21.35   A   140 A
USGS    15087700    2020-06-03 06:30    AKDT    21.35   A   140 A
USGS    15087700    2020-06-03 06:45    AKDT    21.36   A   143 A
USGS    15087700    2020-06-03 07:00    AKDT    21.34   A   138 A
USGS    15087700    2020-06-03 07:15    AKDT    21.34   A   138 A
USGS    15087700    2020-06-03 07:30    AKDT    21.35   A   140 A
USGS    15087700    2020-06-03 07:45    AKDT    21.34   A   138 A
USGS    15087700    2020-06-03 08:00    AKDT    21.36   A   143 A
USGS    15087700    2020-06-03 08:15    AKDT    21.34   A   138 A
USGS    15087700    2020-06-03 08:30    AKDT    21.36   A   143 A
USGS    15087700    2020-06-03 08:45    AKDT    21.34   A   138 A
USGS    15087700    2020-06-03 09:00    AKDT    21.33   A   136 A
USGS    15087700    2020-06-03 09:15    AKDT    21.32   A   134 A
USGS    15087700    2020-06-03 09:30    AKDT    21.34   A   138 A
USGS    15087700    2020-06-03 09:45    AKDT    21.32   A   134 A
USGS    15087700    2020-06-03 10:00    AKDT    21.33   A   136 A
USGS    15087700    2020-06-03 10:15    AKDT    21.33   A   136 A
USGS    15087700    2020-06-03 10:30    AKDT    21.31   A   132 A
USGS    15087700    2020-06-03 10:45    AKDT    21.31   A   132 A
USGS    15087700    2020-06-03 11:00    AKDT    21.30   A   130 A
USGS    15087700    2020-06-03 11:15    AKDT    21.31   A   132 A
USGS    15087700    2020-06-03 11:30    AKDT    21.31   A   132 A
USGS    15087700    2020-06-03 11:45    AKDT    21.32   A   134 A
USGS    15087700    2020-06-03 12:00    AKDT    21.31   A   132 A
USGS    15087700    2020-06-03 12:15    AKDT    21.31   A   132 A
USGS    15087700    2020-06-03 12:30    AKDT    21.30   A   130 A
USGS    15087700    2020-06-03 12:45    AKDT    21.30   A   130 A
USGS    15087700    2020-06-03 13:00    AKDT    21.29   A   128 A
USGS    15087700    2020-06-03 13:15    AKDT    21.30   A   130 A
USGS    15087700    2020-06-03 13:30    AKDT    21.29   A   128 A
USGS    15087700    2020-06-03 13:45    AKDT    21.30   A   130 A
USGS    15087700    2020-06-03 14:00    AKDT    21.29   A   128 A
USGS    15087700    2020-06-03 14:15    AKDT    21.29   A   128 A
USGS    15087700    2020-06-03 14:30    AKDT    21.30   A   130 A
USGS    15087700    2020-06-03 14:45    AKDT    21.28   A   126 A
USGS    15087700    2020-06-03 15:00    AKDT    21.28   A   126 A
USGS    15087700    2020-06-03 15:15    AKDT    21.27   A   124 A
USGS    15087700    2020-06-03 15:30    AKDT    21.28   A   126 A
USGS    15087700    2020-06-03 15:45    AKDT    21.30   A   130 A
USGS    15087700    2020-06-03 16:00    AKDT    21.29   A   128 A
USGS    15087700    2020-06-03 16:15    AKDT    21.28   A   126 A
USGS    15087700    2020-06-03 16:30    AKDT    21.25   A   120 A
USGS    15087700    2020-06-03 16:45    AKDT    21.27   A   124 A
USGS    15087700    2020-06-03 17:00    AKDT    21.28   A   126 A
USGS    15087700    2020-06-03 17:15    AKDT    21.27   A   124 A
USGS    15087700    2020-06-03 17:30    AKDT    21.28   A   126 A
USGS    15087700    2020-06-03 17:45    AKDT    21.27   A   124 A
USGS    15087700    2020-06-03 18:00    AKDT    21.27   A   124 A
USGS    15087700    2020-06-03 18:15    AKDT    21.28   A   126 A
USGS    15087700    2020-06-03 18:30    AKDT    21.28   A   126 A
USGS    15087700    2020-06-03 18:45    AKDT    21.26   A   122 A
USGS    15087700    2020-06-03 19:00    AKDT    21.27   A   124 A
USGS    15087700    2020-06-03 19:15    AKDT    21.26   A   122 A
USGS    15087700    2020-06-03 19:30    AKDT    21.27   A   124 A
USGS    15087700    2020-06-03 19:45    AKDT    21.27   A   124 A
USGS    15087700    2020-06-03 20:00    AKDT    21.26   A   122 A
USGS    15087700    2020-06-03 20:15    AKDT    21.28   A   126 A
USGS    15087700    2020-06-03 20:30    AKDT    21.27   A   124 A
USGS    15087700    2020-06-03 20:45    AKDT    21.28   A   126 A
USGS    15087700    2020-06-03 21:00    AKDT    21.28   A   126 A
USGS    15087700    2020-06-03 21:15    AKDT    21.28   A   126 A
USGS    15087700    2020-06-03 21:30    AKDT    21.28   A   126 A
USGS    15087700    2020-06-03 21:45    AKDT    21.27   A   124 A
USGS    15087700    2020-06-03 22:00    AKDT    21.27   A   124 A
USGS    15087700    2020-06-03 22:15    AKDT    21.26   A   122 A
USGS    15087700    2020-06-03 22:30    AKDT    21.26   A   122 A
USGS    15087700    2020-06-03 22:45    AKDT    21.27   A   124 A
USGS    15087700    2020-06-03 23:00    AKDT    21.28   A   126 A
USGS    15087700    2020-06-03 23:15    AKDT    21.26   A   122 A
USGS    15087700    2020-06-03 23:30    AKDT    21.26   A   122 A
USGS    15087700    2020-06-03 23:45    AKDT    21.27   A   124 A
USGS    15087700    2020-06-04 00:00    AKDT    21.25   A   120 A
USGS    15087700    2020-06-04 00:15    AKDT    21.24   A   118 A
USGS    15087700    2020-06-04 00:30    AKDT    21.25   A   120 A
USGS    15087700    2020-06-04 00:45    AKDT    21.26   A   122 A
USGS    15087700    2020-06-04 01:00    AKDT    21.26   A   122 A
USGS    15087700    2020-06-04 01:15    AKDT    21.24   A   118 A
USGS    15087700    2020-06-04 01:30    AKDT    21.25   A   120 A
USGS    15087700    2020-06-04 01:45    AKDT    21.23   A   116 A
USGS    15087700    2020-06-04 02:00    AKDT    21.24   A   118 A
USGS    15087700    2020-06-04 02:15    AKDT    21.24   A   118 A
USGS    15087700    2020-06-04 02:30    AKDT    21.24   A   118 A
USGS    15087700    2020-06-04 02:45    AKDT    21.24   A   118 A
USGS    15087700    2020-06-04 03:00    AKDT    21.23   A   116 A
USGS    15087700    2020-06-04 03:15    AKDT    21.23   A   116 A
USGS    15087700    2020-06-04 03:30    AKDT    21.23   A   116 A
USGS    15087700    2020-06-04 03:45    AKDT    21.23   A   116 A
USGS    15087700    2020-06-04 04:00    AKDT    21.22   A   114 A
USGS    15087700    2020-06-04 04:15    AKDT    21.22   A   114 A
USGS    15087700    2020-06-04 04:30    AKDT    21.22   A   114 A
USGS    15087700    2020-06-04 04:45    AKDT    21.21   A   112 A
USGS    15087700    2020-06-04 05:00    AKDT    21.21   A   112 A
USGS    15087700    2020-06-04 05:15    AKDT    21.21   A   112 A
USGS    15087700    2020-06-04 05:30    AKDT    21.21   A   112 A
USGS    15087700    2020-06-04 05:45    AKDT    21.21   A   112 A
USGS    15087700    2020-06-04 06:00    AKDT    21.20   A   110 A
USGS    15087700    2020-06-04 06:15    AKDT    21.21   A   112 A
USGS    15087700    2020-06-04 06:30    AKDT    21.20   A   110 A
USGS    15087700    2020-06-04 06:45    AKDT    21.20   A   110 A
USGS    15087700    2020-06-04 07:00    AKDT    21.19   A   108 A
USGS    15087700    2020-06-04 07:15    AKDT    21.19   A   108 A
USGS    15087700    2020-06-04 07:30    AKDT    21.20   A   110 A
USGS    15087700    2020-06-04 07:45    AKDT    21.19   A   108 A
USGS    15087700    2020-06-04 08:00    AKDT    21.17   A   104 A
USGS    15087700    2020-06-04 08:15    AKDT    21.19   A   108 A
USGS    15087700    2020-06-04 08:30    AKDT    21.18   A   106 A
USGS    15087700    2020-06-04 08:45    AKDT    21.18   A   106 A
USGS    15087700    2020-06-04 09:00    AKDT    21.18   A   106 A
USGS    15087700    2020-06-04 09:15    AKDT    21.17   A   104 A
USGS    15087700    2020-06-04 09:30    AKDT    21.18   A   106 A
USGS    15087700    2020-06-04 09:45    AKDT    21.18   A   106 A
USGS    15087700    2020-06-04 10:00    AKDT    21.16   A   102 A
USGS    15087700    2020-06-04 10:15    AKDT    21.16   A   102 A
USGS    15087700    2020-06-04 10:30    AKDT    21.17   A   104 A
USGS    15087700    2020-06-04 10:45    AKDT    21.17   A   104 A
USGS    15087700    2020-06-04 11:00    AKDT    21.16   A   102 A
USGS    15087700    2020-06-04 11:15    AKDT    21.16   A   102 A
USGS    15087700    2020-06-04 11:30    AKDT    21.16   A   102 A
USGS    15087700    2020-06-04 11:45    AKDT    21.17   A   104 A
USGS    15087700    2020-06-04 12:00    AKDT    21.15   A   100 A
USGS    15087700    2020-06-04 12:15    AKDT    21.16   A   102 A
USGS    15087700    2020-06-04 12:30    AKDT    21.15   A   100 A
USGS    15087700    2020-06-04 12:45    AKDT    21.15   A   100 A
USGS    15087700    2020-06-04 13:00    AKDT    21.16   A   102 A
USGS    15087700    2020-06-04 13:15    AKDT    21.15   A   100 A
USGS    15087700    2020-06-04 13:30    AKDT    21.14   A   98.3    A
USGS    15087700    2020-06-04 13:45    AKDT    21.13   A   96.5    A
USGS    15087700    2020-06-04 14:00    AKDT    21.13   A   96.5    A
USGS    15087700    2020-06-04 14:15    AKDT    21.13   A   96.5    A
USGS    15087700    2020-06-04 14:30    AKDT    21.14   A   98.3    A
USGS    15087700    2020-06-04 14:45    AKDT    21.14   A   98.3    A
USGS    15087700    2020-06-04 15:00    AKDT    21.14   A   98.3    A
USGS    15087700    2020-06-04 15:15    AKDT    21.14   A   98.3    A
USGS    15087700    2020-06-04 15:30    AKDT    21.14   A   98.3    A
USGS    15087700    2020-06-04 15:45    AKDT    21.14   A   98.3    A
USGS    15087700    2020-06-04 16:00    AKDT    21.12   A   94.7    A
USGS    15087700    2020-06-04 16:15    AKDT    21.13   A   96.5    A
USGS    15087700    2020-06-04 16:30    AKDT    21.13   A   96.5    A
USGS    15087700    2020-06-04 16:45    AKDT    21.13   A   96.5    A
USGS    15087700    2020-06-04 17:00    AKDT    21.13   A   96.5    A
USGS    15087700    2020-06-04 17:15    AKDT    21.14   A   98.3    A
USGS    15087700    2020-06-04 17:30    AKDT    21.14   A   98.3    A
USGS    15087700    2020-06-04 17:45    AKDT    21.13   A   96.5    A
USGS    15087700    2020-06-04 18:00    AKDT    21.14   A   98.3    A
USGS    15087700    2020-06-04 18:15    AKDT    21.13   A   96.5    A
USGS    15087700    2020-06-04 18:30    AKDT    21.13   A   96.5    A
USGS    15087700    2020-06-04 18:45    AKDT    21.13   A   96.5    A
USGS    15087700    2020-06-04 19:00    AKDT    21.14   A   98.3    A
USGS    15087700    2020-06-04 19:15    AKDT    21.14   A   98.3    A
USGS    15087700    2020-06-04 19:30    AKDT    21.15   A   100 A
USGS    15087700    2020-06-04 19:45    AKDT    21.16   A   102 A
USGS    15087700    2020-06-04 20:00    AKDT    21.16   A   102 A
USGS    15087700    2020-06-04 20:15    AKDT    21.15   A   100 A
USGS    15087700    2020-06-04 20:30    AKDT    21.15   A   100 A
USGS    15087700    2020-06-04 20:45    AKDT    21.15   A   100 A
USGS    15087700    2020-06-04 21:00    AKDT    21.16   A   102 A
USGS    15087700    2020-06-04 21:15    AKDT    21.17   A   104 A
USGS    15087700    2020-06-04 21:30    AKDT    21.14   A   98.3    A
USGS    15087700    2020-06-04 21:45    AKDT    21.16   A   102 A
USGS    15087700    2020-06-04 22:00    AKDT    21.15   A   100 A
USGS    15087700    2020-06-04 22:15    AKDT    21.15   A   100 A
USGS    15087700    2020-06-04 22:30    AKDT    21.15   A   100 A
USGS    15087700    2020-06-04 22:45    AKDT    21.15   A   100 A
USGS    15087700    2020-06-04 23:00    AKDT    21.15   A   100 A
USGS    15087700    2020-06-04 23:15    AKDT    21.16   A   102 A
USGS    15087700    2020-06-04 23:30    AKDT    21.15   A   100 A
USGS    15087700    2020-06-04 23:45    AKDT    21.15   A   100 A
USGS    15087700    2020-06-05 00:00    AKDT    21.14   A   98.3    A
USGS    15087700    2020-06-05 00:15    AKDT    21.14   A   98.3    A
USGS    15087700    2020-06-05 00:30    AKDT    21.14   A   98.3    A
USGS    15087700    2020-06-05 00:45    AKDT    21.15   A   100 A
USGS    15087700    2020-06-05 01:00    AKDT    21.15   A   100 A
USGS    15087700    2020-06-05 01:15    AKDT    21.13   A   96.5    A
USGS    15087700    2020-06-05 01:30    AKDT    21.15   A   100 A
USGS    15087700    2020-06-05 01:45    AKDT    21.13   A   96.5    A
USGS    15087700    2020-06-05 02:00    AKDT    21.13   A   96.5    A
USGS    15087700    2020-06-05 02:15    AKDT    21.13   A   96.5    A
USGS    15087700    2020-06-05 02:30    AKDT    21.14   A   98.3    A
USGS    15087700    2020-06-05 02:45    AKDT    21.13   A   96.5    A
USGS    15087700    2020-06-05 03:00    AKDT    21.14   A   98.3    A
USGS    15087700    2020-06-05 03:15    AKDT    21.12   A   94.7    A
USGS    15087700    2020-06-05 03:30    AKDT    21.12   A   94.7    A
USGS    15087700    2020-06-05 03:45    AKDT    21.14   A   98.3    A
USGS    15087700    2020-06-05 04:00    AKDT    21.13   A   96.5    A
USGS    15087700    2020-06-05 04:15    AKDT    21.12   A   94.7    A
USGS    15087700    2020-06-05 04:30    AKDT    21.12   A   94.7    A
USGS    15087700    2020-06-05 04:45    AKDT    21.12   A   94.7    A
USGS    15087700    2020-06-05 05:00    AKDT    21.12   A   94.7    A
USGS    15087700    2020-06-05 05:15    AKDT    21.13   A   96.5    A
USGS    15087700    2020-06-05 05:30    AKDT    21.12   A   94.7    A
USGS    15087700    2020-06-05 05:45    AKDT    21.12   A   94.7    A
USGS    15087700    2020-06-05 06:00    AKDT    21.11   A   92.9    A
USGS    15087700    2020-06-05 06:15    AKDT    21.11   A   92.9    A
USGS    15087700    2020-06-05 06:30    AKDT    21.13   A   96.5    A
USGS    15087700    2020-06-05 06:45    AKDT    21.11   A   92.9    A
USGS    15087700    2020-06-05 07:00    AKDT    21.11   A   92.9    A
USGS    15087700    2020-06-05 07:15    AKDT    21.11   A   92.9    A
USGS    15087700    2020-06-05 07:30    AKDT    21.10   A   91.2    A
USGS    15087700    2020-06-05 07:45    AKDT    21.11   A   92.9    A
USGS    15087700    2020-06-05 08:00    AKDT    21.11   A   92.9    A
USGS    15087700    2020-06-05 08:15    AKDT    21.11   A   92.9    A
USGS    15087700    2020-06-05 08:30    AKDT    21.11   A   92.9    A
USGS    15087700    2020-06-05 08:45    AKDT    21.09   A   89.4    A
USGS    15087700    2020-06-05 09:00    AKDT    21.10   A   91.2    A
USGS    15087700    2020-06-05 09:15    AKDT    21.09   A   89.4    A
USGS    15087700    2020-06-05 09:30    AKDT    21.09   A   89.4    A
USGS    15087700    2020-06-05 09:45    AKDT    21.09   A   89.4    A
USGS    15087700    2020-06-05 10:00    AKDT    21.10   A   91.2    A
USGS    15087700    2020-06-05 10:15    AKDT    21.09   A   89.4    A
USGS    15087700    2020-06-05 10:30    AKDT    21.09   A   89.4    A
USGS    15087700    2020-06-05 10:45    AKDT    21.09   A   89.4    A
USGS    15087700    2020-06-05 11:00    AKDT    21.09   A   89.4    A
USGS    15087700    2020-06-05 11:15    AKDT    21.08   A   87.7    A
USGS    15087700    2020-06-05 11:30    AKDT    21.09   A   89.4    A
USGS    15087700    2020-06-05 11:45    AKDT    21.08   A   87.7    A
USGS    15087700    2020-06-05 12:00    AKDT    21.09   A   89.4    A
USGS    15087700    2020-06-05 12:15    AKDT    21.08   A   87.7    A
USGS    15087700    2020-06-05 12:30    AKDT    21.08   A   87.7    A
USGS    15087700    2020-06-05 12:45    AKDT    21.08   A   87.7    A
USGS    15087700    2020-06-05 13:00    AKDT    21.09   A   89.4    A
USGS    15087700    2020-06-05 13:15    AKDT    21.07   A   86.1    A
USGS    15087700    2020-06-05 13:30    AKDT    21.10   A   91.2    A
USGS    15087700    2020-06-05 13:45    AKDT    21.07   A   86.1    A
USGS    15087700    2020-06-05 14:00    AKDT    21.08   A   87.7    A
USGS    15087700    2020-06-05 14:15    AKDT    21.08   A   87.7    A
USGS    15087700    2020-06-05 14:30    AKDT    21.09   A   89.4    A
USGS    15087700    2020-06-05 14:45    AKDT    21.08   A   87.7    A
USGS    15087700    2020-06-05 15:00    AKDT    21.08   A   87.7    A
USGS    15087700    2020-06-05 15:15    AKDT    21.07   A   86.1    A
USGS    15087700    2020-06-05 15:30    AKDT    21.08   A   87.7    A
USGS    15087700    2020-06-05 15:45    AKDT    21.07   A   86.1    A
USGS    15087700    2020-06-05 16:00    AKDT    21.09   A   89.4    A
USGS    15087700    2020-06-05 16:15    AKDT    21.08   A   87.7    A
USGS    15087700    2020-06-05 16:30    AKDT    21.08   A   87.7    A
USGS    15087700    2020-06-05 16:45    AKDT    21.08   A   87.7    A
USGS    15087700    2020-06-05 17:00    AKDT    21.08   A   87.7    A
USGS    15087700    2020-06-05 17:15    AKDT    21.08   A   87.7    A
USGS    15087700    2020-06-05 17:30    AKDT    21.07   A   86.1    A
USGS    15087700    2020-06-05 17:45    AKDT    21.09   A   89.4    A
USGS    15087700    2020-06-05 18:00    AKDT    21.08   A   87.7    A
USGS    15087700    2020-06-05 18:15    AKDT    21.09   A   89.4    A
USGS    15087700    2020-06-05 18:30    AKDT    21.09   A   89.4    A
USGS    15087700    2020-06-05 18:45    AKDT    21.09   A   89.4    A
USGS    15087700    2020-06-05 19:00    AKDT    21.08   A   87.7    A
USGS    15087700    2020-06-05 19:15    AKDT    21.09   A   89.4    A
USGS    15087700    2020-06-05 19:30    AKDT    21.09   A   89.4    A
USGS    15087700    2020-06-05 19:45    AKDT    21.09   A   89.4    A
USGS    15087700    2020-06-05 20:00    AKDT    21.08   A   87.7    A
USGS    15087700    2020-06-05 20:15    AKDT    21.09   A   89.4    A
USGS    15087700    2020-06-05 20:30    AKDT    21.09   A   89.4    A
USGS    15087700    2020-06-05 20:45    AKDT    21.09   A   89.4    A
USGS    15087700    2020-06-05 21:00    AKDT    21.07   A   86.1    A
USGS    15087700    2020-06-05 21:15    AKDT    21.09   A   89.4    A
USGS    15087700    2020-06-05 21:30    AKDT    21.09   A   89.4    A
USGS    15087700    2020-06-05 21:45    AKDT    21.09   A   89.4    A
USGS    15087700    2020-06-05 22:00    AKDT    21.10   A   91.2    A
USGS    15087700    2020-06-05 22:15    AKDT    21.09   A   89.4    A
USGS    15087700    2020-06-05 22:30    AKDT    21.08   A   87.7    A
USGS    15087700    2020-06-05 22:45    AKDT    21.09   A   89.4    A
USGS    15087700    2020-06-05 23:00    AKDT    21.09   A   89.4    A
USGS    15087700    2020-06-05 23:15    AKDT    21.09   A   89.4    A
USGS    15087700    2020-06-05 23:30    AKDT    21.09   A   89.4    A
USGS    15087700    2020-06-05 23:45    AKDT    21.09   A   89.4    A
USGS    15087700    2020-06-06 00:00    AKDT    21.09   A   89.4    A
USGS    15087700    2020-06-06 00:15    AKDT    21.09   A   89.4    A
USGS    15087700    2020-06-06 00:30    AKDT    21.09   A   89.4    A
USGS    15087700    2020-06-06 00:45    AKDT    21.09   A   89.4    A
USGS    15087700    2020-06-06 01:00    AKDT    21.08   A   87.7    A
USGS    15087700    2020-06-06 01:15    AKDT    21.08   A   87.7    A
USGS    15087700    2020-06-06 01:30    AKDT    21.08   A   87.7    A
USGS    15087700    2020-06-06 01:45    AKDT    21.08   A   87.7    A
USGS    15087700    2020-06-06 02:00    AKDT    21.09   A   89.4    A
USGS    15087700    2020-06-06 02:15    AKDT    21.08   A   87.7    A
USGS    15087700    2020-06-06 02:30    AKDT    21.08   A   87.7    A
USGS    15087700    2020-06-06 02:45    AKDT    21.07   A   86.1    A
USGS    15087700    2020-06-06 03:00    AKDT    21.08   A   87.7    A
USGS    15087700    2020-06-06 03:15    AKDT    21.08   A   87.7    A
USGS    15087700    2020-06-06 03:30    AKDT    21.08   A   87.7    A
USGS    15087700    2020-06-06 03:45    AKDT    21.08   A   87.7    A
USGS    15087700    2020-06-06 04:00    AKDT    21.07   A   86.1    A
USGS    15087700    2020-06-06 04:15    AKDT    21.08   A   87.7    A
USGS    15087700    2020-06-06 04:30    AKDT    21.07   A   86.1    A
USGS    15087700    2020-06-06 04:45    AKDT    21.08   A   87.7    A
USGS    15087700    2020-06-06 05:00    AKDT    21.08   A   87.7    A
USGS    15087700    2020-06-06 05:15    AKDT    21.08   A   87.7    A
USGS    15087700    2020-06-06 05:30    AKDT    21.07   A   86.1    A
USGS    15087700    2020-06-06 05:45    AKDT    21.07   A   86.1    A
USGS    15087700    2020-06-06 06:00    AKDT    21.06   A   84.4    A
USGS    15087700    2020-06-06 06:15    AKDT    21.06   A   84.4    A
USGS    15087700    2020-06-06 06:30    AKDT    21.06   A   84.4    A
USGS    15087700    2020-06-06 06:45    AKDT    21.06   A   84.4    A
USGS    15087700    2020-06-06 07:00    AKDT    21.07   A   86.1    A
USGS    15087700    2020-06-06 07:15    AKDT    21.06   A   84.4    A
USGS    15087700    2020-06-06 07:30    AKDT    21.05   A   82.8    A
USGS    15087700    2020-06-06 07:45    AKDT    21.06   A   84.4    A
USGS    15087700    2020-06-06 08:00    AKDT    21.06   A   84.4    A
USGS    15087700    2020-06-06 08:15    AKDT    21.06   A   84.4    A
USGS    15087700    2020-06-06 08:30    AKDT    21.06   A   84.4    A
USGS    15087700    2020-06-06 08:45    AKDT    21.06   A   84.4    A
USGS    15087700    2020-06-06 09:00    AKDT    21.06   A   84.4    A
USGS    15087700    2020-06-06 09:15    AKDT    21.06   A   84.4    A
USGS    15087700    2020-06-06 09:30    AKDT    21.05   A   82.8    A
USGS    15087700    2020-06-06 09:45    AKDT    21.05   A   82.8    A
USGS    15087700    2020-06-06 10:00    AKDT    21.05   A   82.8    A
USGS    15087700    2020-06-06 10:15    AKDT    21.06   A   84.4    A
USGS    15087700    2020-06-06 10:30    AKDT    21.05   A   82.8    A
USGS    15087700    2020-06-06 10:45    AKDT    21.05   A   82.8    A
USGS    15087700    2020-06-06 11:00    AKDT    21.05   A   82.8    A
USGS    15087700    2020-06-06 11:15    AKDT    21.05   A   82.8    A
USGS    15087700    2020-06-06 11:30    AKDT    21.05   A   82.8    A
USGS    15087700    2020-06-06 11:45    AKDT    21.05   A   82.8    A
USGS    15087700    2020-06-06 12:00    AKDT    21.05   A   82.8    A
USGS    15087700    2020-06-06 12:15    AKDT    21.04   A   81.1    A
USGS    15087700    2020-06-06 12:30    AKDT    21.05   A   82.8    A
USGS    15087700    2020-06-06 12:45    AKDT    21.05   A   82.8    A
USGS    15087700    2020-06-06 13:00    AKDT    21.04   A   81.1    A
USGS    15087700    2020-06-06 13:15    AKDT    21.05   A   82.8    A
USGS    15087700    2020-06-06 13:30    AKDT    21.04   A   81.1    A
USGS    15087700    2020-06-06 13:45    AKDT    21.06   A   84.4    A
USGS    15087700    2020-06-06 14:00    AKDT    21.04   A   81.1    A
USGS    15087700    2020-06-06 14:15    AKDT    21.04   A   81.1    A
USGS    15087700    2020-06-06 14:30    AKDT    21.04   A   81.1    A
USGS    15087700    2020-06-06 14:45    AKDT    21.04   A   81.1    A
USGS    15087700    2020-06-06 15:00    AKDT    21.04   A   81.1    A
USGS    15087700    2020-06-06 15:15    AKDT    21.04   A   81.1    A
USGS    15087700    2020-06-06 15:30    AKDT    21.05   A   82.8    A
USGS    15087700    2020-06-06 15:45    AKDT    21.04   A   81.1    A
USGS    15087700    2020-06-06 16:00    AKDT    21.04   A   81.1    A
USGS    15087700    2020-06-06 16:15    AKDT    21.04   A   81.1    A
USGS    15087700    2020-06-06 16:30    AKDT    21.04   A   81.1    A
USGS    15087700    2020-06-06 16:45    AKDT    21.04   A   81.1    A
USGS    15087700    2020-06-06 17:00    AKDT    21.03   A   79.6    A
USGS    15087700    2020-06-06 17:15    AKDT    21.04   A   81.1    A
USGS    15087700    2020-06-06 17:30    AKDT    21.03   A   79.6    A
USGS    15087700    2020-06-06 17:45    AKDT    21.04   A   81.1    A
USGS    15087700    2020-06-06 18:00    AKDT    21.04   A   81.1    A
USGS    15087700    2020-06-06 18:15    AKDT    21.04   A   81.1    A
USGS    15087700    2020-06-06 18:30    AKDT    21.04   A   81.1    A
USGS    15087700    2020-06-06 18:45    AKDT    21.04   A   81.1    A
USGS    15087700    2020-06-06 19:00    AKDT    21.04   A   81.1    A
USGS    15087700    2020-06-06 19:15    AKDT    21.03   A   79.6    A
USGS    15087700    2020-06-06 19:30    AKDT    21.04   A   81.1    A
USGS    15087700    2020-06-06 19:45    AKDT    21.03   A   79.6    A
USGS    15087700    2020-06-06 20:00    AKDT    21.03   A   79.6    A
USGS    15087700    2020-06-06 20:15    AKDT    21.03   A   79.6    A
USGS    15087700    2020-06-06 20:30    AKDT    21.03   A   79.6    A
USGS    15087700    2020-06-06 20:45    AKDT    21.04   A   81.1    A
USGS    15087700    2020-06-06 21:00    AKDT    21.04   A   81.1    A
USGS    15087700    2020-06-06 21:15    AKDT    21.04   A   81.1    A
USGS    15087700    2020-06-06 21:30    AKDT    21.03   A   79.6    A
USGS    15087700    2020-06-06 21:45    AKDT    21.03   A   79.6    A
USGS    15087700    2020-06-06 22:00    AKDT    21.03   A   79.6    A
USGS    15087700    2020-06-06 22:15    AKDT    21.04   A   81.1    A
USGS    15087700    2020-06-06 22:30    AKDT    21.03   A   79.6    A
USGS    15087700    2020-06-06 22:45    AKDT    21.04   A   81.1    A
USGS    15087700    2020-06-06 23:00    AKDT    21.03   A   79.6    A
USGS    15087700    2020-06-06 23:15    AKDT    21.02   A   78.0    A
USGS    15087700    2020-06-06 23:30    AKDT    21.03   A   79.6    A
USGS    15087700    2020-06-06 23:45    AKDT    21.03   A   79.6    A
USGS    15087700    2020-06-07 00:00    AKDT    21.03   A   79.6    A
USGS    15087700    2020-06-07 00:15    AKDT    21.04   A   81.1    A
USGS    15087700    2020-06-07 00:30    AKDT    21.04   A   81.1    A
USGS    15087700    2020-06-07 00:45    AKDT    21.03   A   79.6    A
USGS    15087700    2020-06-07 01:00    AKDT    21.02   A   78.0    A
USGS    15087700    2020-06-07 01:15    AKDT    21.02   A   78.0    A
USGS    15087700    2020-06-07 01:30    AKDT    21.03   A   79.6    A
USGS    15087700    2020-06-07 01:45    AKDT    21.02   A   78.0    A
USGS    15087700    2020-06-07 02:00    AKDT    21.03   A   79.6    A
USGS    15087700    2020-06-07 02:15    AKDT    21.03   A   79.6    A
USGS    15087700    2020-06-07 02:30    AKDT    21.03   A   79.6    A
USGS    15087700    2020-06-07 02:45    AKDT    21.03   A   79.6    A
USGS    15087700    2020-06-07 03:00    AKDT    21.03   A   79.6    A
USGS    15087700    2020-06-07 03:15    AKDT    21.02   A   78.0    A
USGS    15087700    2020-06-07 03:30    AKDT    21.03   A   79.6    A
USGS    15087700    2020-06-07 03:45    AKDT    21.03   A   79.6    A
USGS    15087700    2020-06-07 04:00    AKDT    21.03   A   79.6    A
USGS    15087700    2020-06-07 04:15    AKDT    21.02   A   78.0    A
USGS    15087700    2020-06-07 04:30    AKDT    21.03   A   79.6    A
USGS    15087700    2020-06-07 04:45    AKDT    21.03   A   79.6    A
USGS    15087700    2020-06-07 05:00    AKDT    21.04   A   81.1    A
USGS    15087700    2020-06-07 05:15    AKDT    21.04   A   81.1    A
